Unnamed: 0,name,language,pull_requests,size,contributors,age,contributor_xp1,contributor_xp2,contributor_xp3,pr_points1,pr_points2,pr_points3
0,mbadry1/DeepLearning.ai-Summary,Python,149.0,15644.0,22.0,628,2.815,2.708,2.167,20.029,21.988943789700585,18.817
0,ujjwalkarn/DataSciencePython,Python,6.0,83.0,7.0,1183,1.875,1.789,1.487,2.188,1.833,2.158
0,tkipf/pygcn,Python,5.0,225.0,6.0,487,1.667,1.629,1.526,1.834,1.916,1.983
0,projectdiscovery/nuclei,Go,214.0,29073.0,129.0,975,7.468,7.172,7.618,8.682,7.375,9.047
0,karpathy/arxiv-sanity-preserver,Python,24.0,984.0,18.0,1065,2.383,2.25,1.732,3.025,2.937,3.527
0,Rightpoint/BonMot,Swift,147.0,4846.0,30.0,2944,2.787,2.637,2.411,3.332,2.981,3.892
0,cruisediary/Pastel,Swift,19.0,16734.0,11.0,2004,1.824,1.773,1.565,2.811,2.659,2.811
0,pond3r/ggpo,C++,29.0,494.0,15.0,35,3.124,2.956,2.26,4.239,4.397,4.196
0,ianstormtaylor/slate,TypeScript,1199.0,23054.0,432.90146429063736,1748,6.943,6.435,5.583,7.786,7.373,7.286
0,pypa/sampleproject,Python,61.0,133.0,49.0,2592,2.798,2.782,2.882,7.965,7.085,7.799
0,johnste/finicky,Swift,51.0,2810.0,22.0,3127,1.993,1.904,1.983,3.212,2.747,3.251
0,Yalantis/Persei,Swift,5.0,2370.0,6.0,1874,2.057,2.005,2.037,1.901,1.827,1.972
0,shu223/iOS-9-Sampler,Swift,5.0,11781.0,3.0,592,1.263,1.239,1.13,2.058,2.033,2.203
0,dbolya/yolact,Python,9.0,21708.0,8.0,645,1.734,1.663,1.376,1.241,1.198,1.15
0,rttrorg/rttr,C++,65.0,6648.0,17.0,2065,2.106,1.999,1.692,2.403,2.119,2.388
0,yfeng95/PRNet,Python,8.0,7700.0,4.0,211,1.132,1.12,1.091,1.868,2.189,1.842
0,willowtreeapps/spruce-ios,Swift,22.0,15668.0,7.0,1427,1.832,1.768,1.665,1.442,1.421,1.444
0,yenchenlin/nerf-pytorch,Python,12.0,4088.0,5.0,844,1.53,1.487,1.374,1.878,1.774,1.865
0,Ramotion/circle-menu,Swift,11.0,6458.0,17.0,1534,1.809,1.773,1.601,1.146,1.14,1.133
0,kyleduo/TinyPNG4Mac,Swift,7.0,35785.0,7.0,1979,2.381,2.248,1.885,2.289,2.231,2.466
0,go-playground/validator,Go,163.0,2119.0,179.0,3306,1.549,1.517,1.571,12.403,12.179,11.178
0,CedricGuillemet/ImGuizmo,C++,92.0,4130.0,48.0,2646,4.932,4.587,3.366,3.89,3.461,3.745
0,XcodesOrg/xcodes,Swift,49.0,1018.0,28.0,681,4.625,4.327,3.122,5.054,4.846,4.477
0,dekatotoro/SlideMenuControllerSwift,Swift,35.0,2838.0,23.0,1060,3.517,3.287,2.703,3.003,2.917,3.076
0,IFTTT/RazzleDazzle,Swift,7.0,2763.0,8.0,519,1.961,1.881,1.871,1.34,1.299,1.428
0,jmoiron/sqlx,Go,98.0,862.0,75.0,3364,4.227,3.922,3.539,6.239,4.759,7.364
0,RNCryptor/RNCryptor,Swift,41.0,1916.0,28.0,4344,3.303,3.079,2.146,3.781,3.962,4.035
0,freshOS/Stevia,Swift,43.0,1220.0,25.0,2534,1.327,1.304,1.345,2.347,2.263,2.136
0,bcicen/ctop,Go,73.0,3616.0,40.0,2043,2.303,2.189,2.015,8.419,8.5,9.499
0,malcommac/SwiftLocation,Swift,11.0,8103.0,29.0,3137,4.479,4.141,2.742,1.555,1.448,1.603
0,greyireland/algorithm-pattern,Go,18.0,4197.0,14.0,1348,2.556,2.425,1.988,1.909,1.973,2.009
0,xmartlabs/XLActionController,Swift,42.0,8991.0,17.0,2150,3.933,3.748,3.178,5.061,4.133,5.101
0,onevcat/FengNiao,Swift,26.0,462.0,14.0,2407,1.734,1.677,1.387,3.299,3.345,3.384
0,jpadilla/pyjwt,Python,410.0,1030.0,131.0,4677,5.379,5.142,4.406,15.528,13.498,15.813
0,andreamazz/BubbleTransition,Swift,16.0,512.0,11.0,2002,1.354,1.323,1.351,2.044,1.996,1.942
0,ChiliLabs/CHIPageControl,Swift,20.0,2477.0,10.0,1932,1.906,1.911,1.943,3.303,2.923,3.582
0,samber/lo,Go,132.0,2995.0,82.0,640,3.751,3.506,3.528,13.72,14.271,15.365
0,Ramotion/paper-onboarding,Swift,14.0,23197.0,21.0,1293,2.314,2.242,1.883,2.528,2.308,2.622
0,mczachurski/wallpapper,Swift,6.0,4690.0,7.0,1679,2.055,1.954,1.913,1.138,1.204,1.149
0,huangsam/ultimate-python,Python,81.0,453.0,28.0,1340,3.125,2.919,2.373,6.371,6.294,6.431
0,ginuerzh/gost,Go,47.0,22754.0,34.0,3240,4.333,4.008,3.372,5.278,5.24,5.969
0,r0oth3x49/udemy-dl,Python,13.0,324.0,8.0,1496,1.881,1.798,1.504,1.948,2.35,1.971
0,guofei9987/scikit-opt,Python,24.0,382.0,19.0,2175,1.271,1.254,1.296,2.004,1.933,1.878
0,rechsteiner/Parchment,Swift,182.0,5766.0,31.0,2141,2.697,2.532,2.0,3.326,3.125,3.699
0,sindresorhus/Plash,Swift,13.0,8912.0,8.0,360,1.355,1.321,1.167,3.323,3.18,3.771
0,floating-ui/floating-ui,TypeScript,853.0,38650.0,88.0,2875,5.696,5.301,4.231,5.869,6.674,6.138
0,shoheiyokoyama/Gemini,Swift,8.0,3707.0,5.0,1206,1.523,1.472,1.325,1.621,1.531,1.428
0,hyperion-project/hyperion.ng,C++,752.0,37548.0,118.0,2818,7.871,7.769,7.635,15.133,12.509,13.404
0,sharkdp/dbg-macro,C++,55.0,180.0,13.0,1596,2.685,2.54,1.884,5.821,5.142,6.642
0,breach/thrust,C++,90.0,3463.0,12.0,1555,2.606,2.565,2.386,4.231,3.628,4.363
0,tiann/FreeReflection,C++,6.0,214.0,4.0,1839,1.446,1.415,1.293,1.358,1.461,1.403
